gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
male,24,25,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,4,4,'Biomedical Engineering',15,25,20,15,10,15,17,16,17,17,17,16,7,7,7,7,7,7,7,8,8,8,7,7,7,7,7,5,5,6,7,5,5,7,5,8,5,7,8,5,-0.15,6,8,1
male,24,28,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,4,4,'Biomedical Engineering',5,30,20,10,5,30,17,16,17,17,17,16,7,7,7,7,7,6,8,8,6,8,5,7,7,7,7,5,5,6,7,5,5,7,5,8,5,7,8,5,-0.3,6,6,0
male,24,22,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,4,4,'Biomedical Engineering',10,10,40,10,15,15,17,16,17,17,17,16,7,7,7,7,7,7,7,7,8,8,7,7,7,7,7,5,5,6,7,5,5,7,5,8,5,7,8,5,-0.09,6,7,1
male,24,25,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,4,4,'Biomedical Engineering',20,10,30,20,10,10,17,16,17,17,17,16,7,7,7,7,7,8,6,7,7,6,6,7,7,7,7,5,5,6,7,5,5,7,5,8,5,7,8,5,0.19,6,8,1
male,28,25,European/Caucasian-American,'Latino/Hispanic American',0,3,7,'Business [Finance & Marketing]',15,20,30,20,5,10,16,25,20,12,12,15,6,9,6,9,9,5,8,9,8,7,6,7,8,8,8,7,6,5,2,7,5,5,6,7,5,7,2,2,0.42,6,8,1
male,28,29,European/Caucasian-American,European/Caucasian-American,1,3,7,'Business [Finance & Marketing]',20,20,20,10,10,20,16,25,20,12,12,15,6,9,6,9,9,5,7,8,5,6,5,7,8,8,8,7,6,5,2,7,5,5,6,7,5,7,2,2,0.15,6,5,0
male,28,25,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,3,7,'Business [Finance & Marketing]',15,25,20,15,10,15,16,25,20,12,12,15,6,9,6,9,9,8,8,9,8,7,7,7,8,8,8,7,6,5,2,7,5,5,6,7,5,7,2,2,-0.09,6,7.5,1
male,28,28,European/Caucasian-American,European/Caucasian-American,1,3,7,'Business [Finance & Marketing]',5,30,20,10,5,30,16,25,20,12,12,15,6,9,6,9,9,7,8,9,6,9,6,7,8,8,8,7,6,5,2,7,5,5,6,7,5,7,2,2,0.29,6,5,0
male,28,22,European/Caucasian-American,European/Caucasian-American,1,3,7,'Business [Finance & Marketing]',10,10,40,10,15,15,16,25,20,12,12,15,6,9,6,9,9,7,7,8,6,7,5,7,8,8,8,7,6,5,2,7,5,5,6,7,5,7,2,2,0.15,6,6.5,1
male,28,25,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,3,7,'Business [Finance & Marketing]',20,10,30,20,10,10,16,25,20,12,12,15,6,9,6,9,9,8,8,8,7,7,6,7,8,8,8,7,6,5,2,7,5,5,6,7,5,7,2,2,-0.23,6,7,1
male,24,25,European/Caucasian-American,'Latino/Hispanic American',0,4,7,MBA,15,20,30,20,5,10,25,7,35,20,8,5,8,8,8,10,9,8,6,5,8,5,8,7,2,7,8,6,4,3,2,6,5,3,7,6,6,6,4,2,0.55,7,8,1
male,24,29,European/Caucasian-American,European/Caucasian-American,1,4,7,MBA,20,20,20,10,10,20,25,7,35,20,8,5,8,8,8,10,9,3,8,5,4,2,7,7,2,7,8,6,4,3,2,6,5,3,7,6,6,6,4,2,0.42,7,4,0
male,24,25,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,4,7,MBA,15,25,20,15,10,15,25,7,35,20,8,5,8,8,8,10,9,4,7,6,5,5,3,7,2,7,8,6,4,3,2,6,5,3,7,6,6,6,4,2,0.27,7,6,0
male,24,28,European/Caucasian-American,European/Caucasian-American,1,4,7,MBA,5,30,20,10,5,30,25,7,35,20,8,5,8,8,8,10,9,6,7,6,6,4,8,7,2,7,8,6,4,3,2,6,5,3,7,6,6,6,4,2,0.58,7,6,0
male,24,22,European/Caucasian-American,European/Caucasian-American,1,4,7,MBA,10,10,40,10,15,15,25,7,35,20,8,5,8,8,8,10,9,9,8,8,9,6,5,7,2,7,8,6,4,3,2,6,5,3,7,6,6,6,4,2,0.34,7,8,1
male,24,25,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,4,7,MBA,20,10,30,20,10,10,25,7,35,20,8,5,8,8,8,10,9,4,4,4,2,2,1,7,2,7,8,6,4,3,2,6,5,3,7,6,6,6,4,2,0.21,7,3,0
male,28,25,European/Caucasian-American,'Latino/Hispanic American',0,1,1,'International Affairs',15,20,30,20,5,10,20,20,20,20,20,20,7,10,8,7,9,5,7,8,6,8,5,10,1,10,8,7,7,9,1,3,8,1,4,5,7,10,1,10,0.51,6,6,0
male,28,29,European/Caucasian-American,European/Caucasian-American,1,1,1,'International Affairs',20,20,20,10,10,20,20,20,20,20,20,20,7,10,8,7,9,4,8,8,5,7,4,10,1,10,8,7,7,9,1,3,8,1,4,5,7,10,1,10,0.67,6,6,0
male,28,25,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,1,'International Affairs',15,25,20,15,10,15,20,20,20,20,20,20,7,10,8,7,9,6,8,9,7,8,6,10,1,10,8,7,7,9,1,3,8,1,4,5,7,10,1,10,0.12,6,8,0
male,28,28,European/Caucasian-American,European/Caucasian-American,1,1,1,'International Affairs',5,30,20,10,5,30,20,20,20,20,20,20,7,10,8,7,9,6,10,9,8,8,9,10,1,10,8,7,7,9,1,3,8,1,4,5,7,10,1,10,0.2,6,8,0
male,28,22,European/Caucasian-American,European/Caucasian-American,1,1,1,'International Affairs',10,10,40,10,15,15,20,20,20,20,20,20,7,10,8,7,9,6,6,9,7,9,7,10,1,10,8,7,7,9,1,3,8,1,4,5,7,10,1,10,0.37,6,7,0
male,28,25,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,1,'International Affairs',20,10,30,20,10,10,20,20,20,20,20,20,7,10,8,7,9,5,6,8,5,8,4,10,1,10,8,7,7,9,1,3,8,1,4,5,7,10,1,10,-0.28,6,5,0
male,27,28,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,8,8,MBA,5,30,20,10,5,30,60,10,10,10,10,0,8,8,7,9,9,4,8,8,5,7,6,6,5,5,9,6,7,6,5,6,7,5,6,7,5,7,7,3,0.42,8,4,0
male,27,22,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,8,8,MBA,10,10,40,10,15,15,60,10,10,10,10,0,8,8,7,9,9,8,7,6,7,5,7,6,5,5,9,6,7,6,5,6,7,5,6,7,5,7,7,3,0.63,8,6,1
male,27,25,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,8,8,MBA,20,10,30,20,10,10,60,10,10,10,10,0,8,8,7,9,9,8,6,6,7,6,8,6,5,5,9,6,7,6,5,6,7,5,6,7,5,7,7,3,0.48,8,6,1
male,27,25,European/Caucasian-American,'Latino/Hispanic American',0,1,1,Business,15,20,30,20,5,10,55,10,15,15,5,0,8,8,9,9,8,8,8,8,9,9,6,7,8,8,9,8,8,8,6,7,9,8,8,8,8,8,7,6,0.52,7,8,1
male,27,29,European/Caucasian-American,European/Caucasian-American,1,1,1,Business,20,20,20,10,10,20,55,10,15,15,5,0,8,8,9,9,8,5,9,9,7,7,4,7,8,8,9,8,8,8,6,7,9,8,8,8,8,8,7,6,0.33,7,6,0
male,27,25,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,1,Business,15,25,20,15,10,15,55,10,15,15,5,0,8,8,9,9,8,7,9,9,9,8,6,7,8,8,9,8,8,8,6,7,9,8,8,8,8,8,7,6,0.53,7,8,1
male,27,22,European/Caucasian-American,European/Caucasian-American,1,1,1,Business,10,10,40,10,15,15,55,10,15,15,5,0,8,8,9,9,8,7,9,9,9,7,6,7,8,8,9,8,8,8,6,7,9,8,8,8,8,8,7,6,0.57,7,7,1
male,27,25,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,1,Business,20,10,30,20,10,10,55,10,15,15,5,0,8,8,9,9,8,6,9,9,7,7,5,7,8,8,9,8,8,8,6,7,9,8,8,8,8,8,7,6,0.1,7,6,0
female,22,21,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,3,10,'Elementary Education - Preservice',35,5,30,20,5,5,10,25,15,20,15,15,5,8,8,5,8,8,7,9,9,8,5,10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4,0.59,5,7,0
female,22,24,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,3,10,'Elementary Education - Preservice',35,10,25,20,5,5,10,25,15,20,15,15,5,8,8,5,8,5,9,9,8,7,3,10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4,-0.41,5,6,0
female,22,25,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,3,10,'Elementary Education - Preservice',40,10,0,45,0,5,10,25,15,20,15,15,5,8,8,5,8,5,7,8,6,8,1,10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4,0.15,5,4,0
female,22,27,'Asian/Pacific Islander/Asian-American','Latino/Hispanic American',0,3,10,'Elementary Education - Preservice',30,25,10,20,0,15,10,25,15,20,15,15,5,8,8,5,8,5,8,8,7,8,2,10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4,0.38,5,6,0
female,22,26,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,3,10,'Elementary Education - Preservice',50,10,10,30,0,0,10,25,15,20,15,15,5,8,8,5,8,7,6,8,7,8,2,10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4,0.33,5,5,0
female,22,30,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,3,10,'Elementary Education - Preservice',40,12,18,12,6,12,10,25,15,20,15,15,5,8,8,5,8,5,8,8,6,7,2,10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4,0.27,5,5,0
female,22,28,'Asian/Pacific Islander/Asian-American','Latino/Hispanic American',0,3,10,'Elementary Education - Preservice',30,20,25,15,10,0,10,25,15,20,15,15,5,8,8,5,8,5,9,9,6,8,4,10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4,0.14,5,7,0
female,22,26,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,3,10,'Elementary Education - Preservice',15,30,25,20,0,10,10,25,15,20,15,15,5,8,8,5,8,5,8,8,8,6,3,10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4,0.49,5,7,0
female,22,22,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,3,10,'Elementary Education - Preservice',25,15,25,25,5,5,10,25,15,20,15,15,5,8,8,5,8,6,8,8,9,9,4,10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4,-0.42,5,6,0
female,22,23,'Asian/Pacific Islander/Asian-American',Other,0,3,10,'Elementary Education - Preservice',55,2,1,40,1,1,10,25,15,20,15,15,5,8,8,5,8,5,6,9,8,8,5,10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4,0.17,5,5,0
female,22,25,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,3,10,'Elementary Education - Preservice',50,5,5,5,5,30,10,25,15,20,15,15,5,8,8,5,8,5,7,8,6,9,5,10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4,0.01,5,6,0
female,22,30,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,3,10,'Elementary Education - Preservice',20,40,5,20,5,10,10,25,15,20,15,15,5,8,8,5,8,2,5,9,5,8,3,10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4,0.17,5,5,0
female,22,29,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,3,10,'Elementary Education - Preservice',35,30,25,5,0,5,10,25,15,20,15,15,5,8,8,5,8,4,8,9,8,9,2,10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4,0.21,5,6,0
female,22,27,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,3,10,'Elementary Education - Preservice',30,30,30,5,0,5,10,25,15,20,15,15,5,8,8,5,8,4,8,9,8,9,2,10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4,0,5,5,0
female,27,21,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,5,8,'Education Leadership - Public School Administration',35,5,30,20,5,5,15,15,25,15,15,15,7,10,7,9,10,7,8,9,7,9,3,10,9,7,10,10,10,10,5,4,10,7,7,5,8,10,10,3,0.45,7,6,0
female,27,24,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,5,8,'Education Leadership - Public School Administration',35,10,25,20,5,5,15,15,25,15,15,15,7,10,7,9,10,8,8,8,7,7,2,10,9,7,10,10,10,10,5,4,10,7,7,5,8,10,10,3,-0.46,7,3,0
female,27,25,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,5,8,'Education Leadership - Public School Administration',40,10,0,45,0,5,15,15,25,15,15,15,7,10,7,9,10,8,8,8,8,7,2,10,9,7,10,10,10,10,5,4,10,7,7,5,8,10,10,3,-0.06,7,7,1
female,27,27,'Asian/Pacific Islander/Asian-American','Latino/Hispanic American',0,5,8,'Education Leadership - Public School Administration',30,25,10,20,0,15,15,15,25,15,15,15,7,10,7,9,10,6,9,9,8,8,5,10,9,7,10,10,10,10,5,4,10,7,7,5,8,10,10,3,0.14,7,5,0
female,27,26,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,5,8,'Education Leadership - Public School Administration',50,10,10,30,0,0,15,15,25,15,15,15,7,10,7,9,10,8,7,8,8,7,4,10,9,7,10,10,10,10,5,4,10,7,7,5,8,10,10,3,-0.03,7,6,1
female,27,30,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,5,8,'Education Leadership - Public School Administration',40,12,18,12,6,12,15,15,25,15,15,15,7,10,7,9,10,5,3,4,3,6,1,10,9,7,10,10,10,10,5,4,10,7,7,5,8,10,10,3,-0.06,7,1,0
female,27,28,'Asian/Pacific Islander/Asian-American','Latino/Hispanic American',0,5,8,'Education Leadership - Public School Administration',30,20,25,15,10,0,15,15,25,15,15,15,7,10,7,9,10,7,9,9,8,6,2,10,9,7,10,10,10,10,5,4,10,7,7,5,8,10,10,3,0.25,7,6,0
female,27,26,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,5,8,'Education Leadership - Public School Administration',15,30,25,20,0,10,15,15,25,15,15,15,7,10,7,9,10,8,9,8,7,8,2,10,9,7,10,10,10,10,5,4,10,7,7,5,8,10,10,3,0.11,7,7,0
female,27,22,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,5,8,'Education Leadership - Public School Administration',25,15,25,25,5,5,15,15,25,15,15,15,7,10,7,9,10,9,8,9,9,5,2,10,9,7,10,10,10,10,5,4,10,7,7,5,8,10,10,3,0.03,7,6,1
female,27,23,'Asian/Pacific Islander/Asian-American',Other,0,5,8,'Education Leadership - Public School Administration',55,2,1,40,1,1,15,15,25,15,15,15,7,10,7,9,10,8,5,7,6,8,2,10,9,7,10,10,10,10,5,4,10,7,7,5,8,10,10,3,0.31,7,3,0
female,27,25,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,5,8,'Education Leadership - Public School Administration',50,5,5,5,5,30,15,15,25,15,15,15,7,10,7,9,10,7,8,8,8,6,3,10,9,7,10,10,10,10,5,4,10,7,7,5,8,10,10,3,0.06,7,5,0
female,27,30,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,5,8,'Education Leadership - Public School Administration',20,40,5,20,5,10,15,15,25,15,15,15,7,10,7,9,10,5,8,7,5,7,2,10,9,7,10,10,10,10,5,4,10,7,7,5,8,10,10,3,-0.01,7,5,0
female,27,29,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,5,8,'Education Leadership - Public School Administration',35,30,25,5,0,5,15,15,25,15,15,15,7,10,7,9,10,7,7,8,8,8,3,10,9,7,10,10,10,10,5,4,10,7,7,5,8,10,10,3,-0.2,7,5,0
female,27,27,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,5,8,'Education Leadership - Public School Administration',30,30,30,5,0,5,15,15,25,15,15,15,7,10,7,9,10,3,8,7,4,4,1,10,9,7,10,10,10,10,5,4,10,7,7,5,8,10,10,3,0.19,7,2,0
female,28,21,European/Caucasian-American,European/Caucasian-American,1,1,1,'Social Work',35,5,30,20,5,5,15,30,30,10,10,5,7,8,8,8,8,9,10,10,8,10,8,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,0.03,4,9,1
female,28,24,European/Caucasian-American,European/Caucasian-American,1,1,1,'Social Work',35,10,25,20,5,5,15,30,30,10,10,5,7,8,8,8,8,4,6,9,6,9,7,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,0.15,4,8,1
female,28,25,European/Caucasian-American,European/Caucasian-American,1,1,1,'Social Work',40,10,0,45,0,5,15,30,30,10,10,5,7,8,8,8,8,7,10,10,10,10,9,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,-0.11,4,10,1
female,28,27,European/Caucasian-American,'Latino/Hispanic American',0,1,1,'Social Work',30,25,10,20,0,15,15,30,30,10,10,5,7,8,8,8,8,8,10,9,9,10,9,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,0.23,4,9,1
female,28,26,European/Caucasian-American,European/Caucasian-American,1,1,1,'Social Work',50,10,10,30,0,0,15,30,30,10,10,5,7,8,8,8,8,10,10,10,10,10,9,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,-0.23,4,10,1
female,28,30,European/Caucasian-American,European/Caucasian-American,1,1,1,'Social Work',40,12,18,12,6,12,15,30,30,10,10,5,7,8,8,8,8,8,7,8,7,9,10,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,-0.08,4,8,1
female,28,28,European/Caucasian-American,'Latino/Hispanic American',0,1,1,'Social Work',30,20,25,15,10,0,15,30,30,10,10,5,7,8,8,8,8,3,9,9,6,9,7,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,0.32,4,8,1
female,28,26,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,1,'Social Work',15,30,25,20,0,10,15,30,30,10,10,5,7,8,8,8,8,7,9,10,10,10,8,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,0.08,4,9,1
female,28,22,European/Caucasian-American,European/Caucasian-American,1,1,1,'Social Work',25,15,25,25,5,5,15,30,30,10,10,5,7,8,8,8,8,8,6,8,7,9,5,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,0.69,4,4,1
female,28,23,European/Caucasian-American,Other,0,1,1,'Social Work',55,2,1,40,1,1,15,30,30,10,10,5,7,8,8,8,8,8,8,9,9,10,10,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,0.24,4,8,1
female,28,25,European/Caucasian-American,European/Caucasian-American,1,1,1,'Social Work',50,5,5,5,5,30,15,30,30,10,10,5,7,8,8,8,8,5,10,10,9,10,10,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,0.4,4,10,1
female,28,30,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,1,'Social Work',20,40,5,20,5,10,15,30,30,10,10,5,7,8,8,8,8,2,5,9,5,10,9,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,0.24,4,8,0
female,28,29,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,1,'Social Work',35,30,25,5,0,5,15,30,30,10,10,5,7,8,8,8,8,5,8,10,10,10,5,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,0.18,4,10,1
female,28,27,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,1,'Social Work',30,30,30,5,0,5,15,30,30,10,10,5,7,8,8,8,8,3,9,10,5,10,10,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,0.27,4,8,1
female,30,21,Other,European/Caucasian-American,0,3,3,'MFA Writing',35,5,30,20,5,5,20,20,20,20,10,10,8,6,7,8,5,8,7,7,5,5,7,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3,0.11,5,6,0
female,30,24,Other,European/Caucasian-American,0,3,3,'MFA Writing',35,10,25,20,5,5,20,20,20,20,10,10,8,6,7,8,5,6,4,4,5,3,7,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3,-0.11,5,5,0
female,30,25,Other,European/Caucasian-American,0,3,3,'MFA Writing',40,10,0,45,0,5,20,20,20,20,10,10,8,6,7,8,5,7,7,7,5,6,5,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3,0.26,5,6,1
female,30,27,Other,'Latino/Hispanic American',0,3,3,'MFA Writing',30,25,10,20,0,15,20,20,20,20,10,10,8,6,7,8,5,7,6,6,6,4,4,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3,0.2,5,8,1
female,30,26,Other,European/Caucasian-American,0,3,3,'MFA Writing',50,10,10,30,0,0,20,20,20,20,10,10,8,6,7,8,5,8,6,6,5,5,3,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3,0.13,5,7,0
female,30,30,Other,European/Caucasian-American,0,3,3,'MFA Writing',40,12,18,12,6,12,20,20,20,20,10,10,8,6,7,8,5,7,7,7,6,5,3,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3,0.13,5,7,0
female,30,28,Other,'Latino/Hispanic American',0,3,3,'MFA Writing',30,20,25,15,10,0,20,20,20,20,10,10,8,6,7,8,5,9,8,8,5,7,5,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3,0.53,5,8,1
female,30,26,Other,'Asian/Pacific Islander/Asian-American',0,3,3,'MFA Writing',15,30,25,20,0,10,20,20,20,20,10,10,8,6,7,8,5,7,7,7,5,5,3,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3,0.23,5,6,0
female,30,22,Other,European/Caucasian-American,0,3,3,'MFA Writing',25,15,25,25,5,5,20,20,20,20,10,10,8,6,7,8,5,6,5,5,5,8,5,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3,0.41,5,5,0
female,30,23,Other,Other,1,3,3,'MFA Writing',55,2,1,40,1,1,20,20,20,20,10,10,8,6,7,8,5,7,7,7,7,4,3,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3,0.44,5,6,0
female,30,25,Other,European/Caucasian-American,0,3,3,'MFA Writing',50,5,5,5,5,30,20,20,20,20,10,10,8,6,7,8,5,4,5,6,4,4,1,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3,0.33,5,2,0
female,30,30,Other,'Asian/Pacific Islander/Asian-American',0,3,3,'MFA Writing',20,40,5,20,5,10,20,20,20,20,10,10,8,6,7,8,5,1,5,5,2,5,1,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3,-0.07,5,1,0
female,30,29,Other,'Asian/Pacific Islander/Asian-American',0,3,3,'MFA Writing',35,30,25,5,0,5,20,20,20,20,10,10,8,6,7,8,5,1,3,5,2,3,1,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3,0.19,5,1,0
female,30,27,Other,'Asian/Pacific Islander/Asian-American',0,3,3,'MFA Writing',30,30,30,5,0,5,20,20,20,20,10,10,8,6,7,8,5,2,7,7,2,7,1,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3,0.32,5,2,0
female,27,21,European/Caucasian-American,European/Caucasian-American,1,2,2,'International Affairs',35,5,30,20,5,5,30,15,15,30,0,10,7,7,8,6,4,8,6,6,8,7,7,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,0.18,3,6,0
female,27,24,European/Caucasian-American,European/Caucasian-American,1,2,2,'International Affairs',35,10,25,20,5,5,30,15,15,30,0,10,7,7,8,6,4,7,6,6,6,5,6,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,-0.11,3,5,0
female,27,25,European/Caucasian-American,European/Caucasian-American,1,2,2,'International Affairs',40,10,0,45,0,5,30,15,15,30,0,10,7,7,8,6,4,7,6,7,5,8,5,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,0.35,3,5,0
female,27,27,European/Caucasian-American,'Latino/Hispanic American',0,2,2,'International Affairs',30,25,10,20,0,15,30,15,15,30,0,10,7,7,8,6,4,6,7,8,9,7,8,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,0.13,3,7,0
female,27,26,European/Caucasian-American,European/Caucasian-American,1,2,2,'International Affairs',50,10,10,30,0,0,30,15,15,30,0,10,7,7,8,6,4,9,8,7,7,7,7,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,0.14,3,8,0
female,27,30,European/Caucasian-American,European/Caucasian-American,1,2,2,'International Affairs',40,12,18,12,6,12,30,15,15,30,0,10,7,7,8,6,4,7,9,7,7,7,7,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,0.13,3,7,0
female,27,28,European/Caucasian-American,'Latino/Hispanic American',0,2,2,'International Affairs',30,20,25,15,10,0,30,15,15,30,0,10,7,7,8,6,4,7,5,5,3,3,5,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,0.28,3,7,0
female,27,26,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,2,2,'International Affairs',15,30,25,20,0,10,30,15,15,30,0,10,7,7,8,6,4,10,10,10,10,10,9,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,0.13,3,10,1
female,27,22,European/Caucasian-American,European/Caucasian-American,1,2,2,'International Affairs',25,15,25,25,5,5,30,15,15,30,0,10,7,7,8,6,4,7,6,6,5,7,7,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,0.16,3,5,0
female,27,23,European/Caucasian-American,Other,0,2,2,'International Affairs',55,2,1,40,1,1,30,15,15,30,0,10,7,7,8,6,4,8,8,8,8,8,7,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,-0.12,3,7,0
female,27,25,European/Caucasian-American,European/Caucasian-American,1,2,2,'International Affairs',50,5,5,5,5,30,30,15,15,30,0,10,7,7,8,6,4,5,5,5,7,5,9,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,-0.1,3,7,0
female,27,30,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,2,2,'International Affairs',20,40,5,20,5,10,30,15,15,30,0,10,7,7,8,6,4,2,7,6,7,6,5,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,0.01,3,5,0
female,27,29,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,2,2,'International Affairs',35,30,25,5,0,5,30,15,15,30,0,10,7,7,8,6,4,4,7,8,7,8,7,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,-0.01,3,6,0
female,27,27,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,2,2,'International Affairs',30,30,30,5,0,5,30,15,15,30,0,10,7,7,8,6,4,4,8,7,5,5,6,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,-0.22,3,7,0
